nombre,Posicion,club_actual,partidos_jugados,titularidades,minutos_jugados,goles,asistencias,amarillas,rojas,carreras_progresivas,pases_progresivos,Pases_progresivos_recibidos,temporada,liga
nahuel tenaglia,DF,Alavés,25,11,1141,1,0,5,0,17,45,24,2023-2024,laliga
marc-andré ter stegen,GK,Barcelona,28,28,2520,0,0,3,0,0,1,0,2023-2024,laliga
ramón terrats,"MF,DF",Villarreal,19,6,785,0,2,4,0,19,38,54,2023-2024,laliga
kieran tierney,DF,Real Sociedad,20,14,1238,0,2,1,0,22,77,39,2023-2024,laliga
raúl de tomás,FW,Rayo Vallecano,25,15,1272,1,2,5,0,11,23,73,2023-2024,laliga
pablo torre,"MF,FW",Girona,26,4,701,0,2,1,0,25,65,40,2023-2024,laliga
raúl torrente,DF,Granada,17,14,1250,0,0,4,0,4,33,2,2023-2024,laliga
ferrán torres,FW,Barcelona,29,12,1211,7,2,2,0,30,44,113,2023-2024,laliga
óliver torres,MF,Sevilla,27,18,1616,0,1,3,0,40,96,110,2023-2024,laliga
lucas torró,MF,Osasuna,28,21,1788,1,0,5,0,3,60,15,2023-2024,laliga
bertrand traoré,MF,Villarreal,11,6,568,1,0,4,0,29,30,63,2023-2024,laliga
hamari traoré,DF,Real Sociedad,31,27,2292,0,2,7,0,49,129,83,2023-2024,laliga
óscar trejo,"FW,MF",Rayo Vallecano,31,19,1380,0,0,4,1,28,124,81,2023-2024,laliga
manu trigueros,MF,Villarreal,14,2,309,0,0,0,0,7,20,13,2023-2024,laliga
viktor tsyhankov,"MF,FW",Girona,30,26,2052,8,7,0,0,65,89,226,2023-2024,laliga
beñat turrientes,MF,Real Sociedad,29,19,1687,0,1,4,0,26,51,31,2023-2024,laliga
enes ünal,"FW,MF",Getafe,3,1,140,0,1,0,0,2,1,7,2023-2024,laliga
myrto uzuni,FW,Granada,34,28,2448,11,1,3,0,21,18,90,2023-2024,laliga
óscar valentín,MF,Rayo Vallecano,34,32,2692,1,0,7,1,24,132,11,2023-2024,laliga
martin valjent,DF,Mallorca,28,28,2349,0,1,5,0,22,61,27,2023-2024,laliga
jesús vallejo,DF,Granada,3,1,108,0,0,1,0,1,2,0,2023-2024,laliga
álvaro vallés,GK,Las Palmas,37,37,3263,0,0,2,1,0,5,0,2023-2024,laliga
federico valverde,MF,Real Madrid,37,33,2904,2,7,2,0,104,231,102,2023-2024,laliga
siebe van der heyden,DF,Mallorca,6,4,286,0,0,2,1,1,1,1,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
josé luis garcía vayá,MF,Valencia,37,37,3302,7,1,4,0,30,251,43,2023-2024,laliga
borja vázquez,FW,Cádiz,1,0,4,0,0,0,0,0,1,1,2023-2024,laliga
jesus vazquez,"DF,MF",Valencia,20,6,716,1,0,1,0,13,15,29,2023-2024,laliga
kevin vázquez,DF,Celta Vigo,12,10,700,0,0,3,0,6,28,20,2023-2024,laliga
lucas vázquez,DF,Real Madrid,29,14,1419,3,6,0,0,28,58,160,2023-2024,laliga
gabriel veiga,FW,Celta Vigo,1,0,18,0,0,0,0,0,0,1,2023-2024,laliga
alejo véliz,FW,Sevilla,6,0,35,0,0,0,0,0,0,1,2023-2024,laliga
arthur vermeeren,MF,Atlético Madrid,5,2,162,0,0,2,0,2,7,7,2023-2024,laliga
mikel vesga,MF,Athletic Club,27,18,1534,3,1,2,0,10,88,29,2023-2024,laliga
carlos vicente,FW,Alavés,18,12,1114,2,4,1,0,23,23,82,2023-2024,laliga
nacho vidal,"DF,FW",Osasuna,7,0,96,1,0,0,0,0,1,4,2023-2024,laliga
nacho vidal,DF,Mallorca,8,5,416,0,0,2,0,5,15,31,2023-2024,laliga
fran vieites,GK,Betis,4,3,315,0,0,0,0,0,0,0,2023-2024,laliga
jonathan viera,"MF,FW",Las Palmas,9,7,617,2,1,1,0,26,65,37,2023-2024,laliga
jonathan viera,MF,Almería,12,12,912,0,3,3,1,35,68,29,2023-2024,laliga
toni villa,FW,Girona,2,0,13,0,0,0,0,1,1,3,2023-2024,laliga
asier villalibre,FW,Athletic Club,18,4,513,2,1,0,0,6,10,29,2023-2024,laliga
gonzalo villar,MF,Granada,35,21,1803,1,3,7,0,27,74,27,2023-2024,laliga
iván villar,GK,Celta Vigo,12,12,1014,0,0,0,2,0,0,0,2023-2024,laliga
ricardo visus,DF,Betis,3,1,166,0,0,0,0,0,2,0,2023-2024,laliga
daniel vivian,DF,Athletic Club,33,31,2878,0,0,6,0,23,123,4,2023-2024,laliga
shon weissman,FW,Granada,5,0,82,0,0,0,0,1,1,1,2023-2024,laliga
iñaki williams,FW,Athletic Club,34,32,2844,12,3,4,0,114,78,333,2023-2024,laliga
nico williams,FW,Athletic Club,31,29,2263,5,11,6,1,143,66,302,2023-2024,laliga
axel witsel,DF,Atlético Madrid,35,30,2783,2,0,5,0,17,89,8,2023-2024,laliga
player,Pos,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR,PrgC,PrgP,PrgR,2023-2024,laliga
xeber,"FW,MF",Alavés,10,3,302,0,0,1,0,6,6,30,2023-2024,laliga
antal yaakobishvili,DF,Girona,1,0,61,0,0,0,0,0,0,0,2023-2024,laliga
lamine yamal,FW,Barcelona,37,22,2201,5,5,3,0,123,80,350,2023-2024,laliga
roman yaremchuk,FW,Valencia,25,11,928,3,0,2,0,12,20,46,2023-2024,laliga
arsen zakharyan,"MF,FW",Real Sociedad,29,15,1228,1,2,1,0,28,47,88,2023-2024,laliga
joseba zaldúa,DF,Cádiz,13,9,704,0,0,3,0,7,15,33,2023-2024,laliga
bryan zaragoza,"MF,FW",Granada,21,18,1638,6,2,5,0,100,36,127,2023-2024,laliga
igor zubeldia,DF,Real Sociedad,30,29,2518,0,2,11,1,28,129,0,2023-2024,laliga
martín zubimendi,MF,Real Sociedad,31,29,2654,4,1,5,0,34,152,27,2023-2024,laliga
